Username,ID,Last Name,Password,Concerts Purchased,First Name,TicketMiner Membership,Money Available
gabrielsanders,665,Sanders,Fun!23,0,Gabriel,false,5821.75
thomassanders,706,Sanders,Fun!23,0,Thomas,true,6780.23
michealsanders,797,Sanders,Fun!23,0,Micheal,false,6024.01
johnsanders,1015,Sanders,Fun!23,0,John,true,5238.84
christophersanford,518,Sanford,Fun!23,0,Christopher,true,6034.87
shawnsantos,995,Santos,Fun!23,0,Shawn,false,9333.06
kendrasawyer,1038,Sawyer,Fun!23,0,Kendra,true,9955.48
craigschaefer,267,Schaefer,Fun!23,0,Craig,true,9938.42
hollyschneider,647,Schneider,Fun!23,0,Holly,true,8802.45
jenniferschneider,929,Schneider,Fun!23,0,Jennifer,true,6091.14
jenniferschultz,671,Schultz,Fun!23,0,Jennifer,true,8052.73
codyscott,185,Scott,Fun!23,0,Cody,true,3642.05
kevinscott,333,Scott,Fun!23,0,Kevin,false,6003.67
deborahscott,455,Scott,Fun!23,0,Deborah,false,5417.11
jaredscott,745,Scott,Fun!23,0,Jared,true,7641.97
ambersellers,488,Sellers,Fun!23,0,Amber,true,4236.42
miguelsepulveda,79,Sepulveda,Fun!23,0,Miguel,false,6728.94
michellesexton,453,Sexton,Fun!23,0,Michelle,false,9852.95
bethsharp,634,Sharp,Fun!23,0,Beth,false,9681.86
darleneshaw,495,Shaw,Fun!23,0,Darlene,false,3081
julieshaw,828,Shaw,Fun!23,0,Julie,false,7415.11
alexisshea,448,Shea,Fun!23,0,Alexis,true,6590.87
amandashepherd,331,Shepherd,Fun!23,0,Amanda,true,7916.34
gregoryshort,921,Short,Fun!23,0,Gregory,true,5258
kevinsias,80,Sias,Fun!23,0,Kevin,false,3927.42
sethsias,81,Sias,Fun!23,0,Seth,false,3916.94
jamessimmons,964,Simmons,Fun!23,0,James,true,4249.67
alexandrasimpson,781,Simpson,Fun!23,0,Alexandra,false,5158.04
jamessimpson,824,Simpson,Fun!23,0,James,true,8354.79
beckysimpson,957,Simpson,Fun!23,0,Becky,false,6254.75
anthonysims,395,Sims,Fun!23,0,Anthony,false,6112.34
jasonskinner,459,Skinner,Fun!23,0,Jason,true,7752.71
jeffreysloan,342,Sloan,Fun!23,0,Jeffrey,false,9886.38
kathleensmall,321,Small,Fun!23,0,Kathleen,true,9712.24
ericsmith,82,Smith,Fun!23,0,Eric,true,6965.76
michaelsmith,180,Smith,Fun!23,0,Michael,false,3648.84
christiansmith,223,Smith,Fun!23,0,Christian,false,6363.48
laurasmith,307,Smith,Fun!23,0,Laura,false,5126.65
kennethsmith,353,Smith,Fun!23,0,Kenneth,true,3263.53
deansmith,375,Smith,Fun!23,0,Dean,true,9773.97
brandonsmith,444,Smith,Fun!23,0,Brandon,false,4138.73
margaretsmith,519,Smith,Fun!23,0,Margaret,false,8849.45
alyssasmith,592,Smith,Fun!23,0,Alyssa,false,7126.64
jennifersmith,599,Smith,Fun!23,0,Jennifer,true,4468.12
jerrysmith,615,Smith,Fun!23,0,Jerry,false,9691.3
kaylasmith,631,Smith,Fun!23,0,Kayla,true,3490.81
garysmith,705,Smith,Fun!23,0,Gary,true,5088.02
danielsmith,716,Smith,Fun!23,0,Daniel,true,7957.83
dennissmith,744,Smith,Fun!23,0,Dennis,false,9246.87
megansmith,755,Smith,Fun!23,0,Megan,false,9167.7
seansmith,772,Smith,Fun!23,0,Sean,false,3628.34
kathysmith,787,Smith,Fun!23,0,Kathy,true,6743.76
josesmith,814,Smith,Fun!23,0,Jose,false,6074.58
nicholassmith,853,Smith,Fun!23,0,Nicholas,true,9768.13
kristinesmith,856,Smith,Fun!23,0,Kristine,true,4029.86
jessicasmith,1028,Smith,Fun!23,0,Jessica,false,8244.96
marciasnyder,834,Snyder,Fun!23,0,Marcia,false,5670.85
jillsolis,429,Solis,Fun!23,0,Jill,true,5739.13
luissolomon,984,Solomon,Fun!23,0,Luis,true,5187.53
davidsoto,407,Soto,Fun!23,0,David,false,6101.25
lisaspencer,418,Spencer,Fun!23,0,Lisa,true,3600.01
lisastafford,376,Stafford,Fun!23,0,Lisa,true,6098.38
wendystanton,467,Stanton,Fun!23,0,Wendy,true,9288.22
sarahstanton,833,Stanton,Fun!23,0,Sarah,true,8806.23
anitastein,404,Stein,Fun!23,0,Anita,true,6237.02
michelestevens,113,Stevens,Fun!23,0,Michele,true,4904.58
marystevens,378,Stevens,Fun!23,0,Mary,false,8629.52
thomasstevenson,1018,Stevenson,Fun!23,0,Thomas,false,3125.21
teresastewart,711,Stewart,Fun!23,0,Teresa,true,7103.22
markstewart,794,Stewart,Fun!23,0,Mark,true,5267.85
terristrickland,475,Strickland,Fun!23,0,Terri,true,4964.53
gregorysullivan,280,Sullivan,Fun!23,0,Gregory,false,8510.73
ryansullivan,549,Sullivan,Fun!23,0,Ryan,true,4388.95
richardsullivan,766,Sullivan,Fun!23,0,Richard,true,5936.97
monicasullivan,983,Sullivan,Fun!23,0,Monica,false,3913.24
kyliesummers,544,Summers,Fun!23,0,Kylie,false,6371.6
davidsummers,756,Summers,Fun!23,0,David,false,9602.93
karasummers,916,Summers,Fun!23,0,Kara,false,7674.64
danielsummers,948,Summers,Fun!23,0,Daniel,false,7150.71
sandrasutton,867,Sutton,Fun!23,0,Sandra,true,9293.38
kevinswanson,362,Swanson,Fun!23,0,Kevin,true,6440.41
ginaswanson,654,Swanson,Fun!23,0,Gina,false,6678.19
kyletaylor,334,Taylor,Fun!23,0,Kyle,true,3617.42
teresataylor,788,Taylor,Fun!23,0,Teresa,false,8195.93
sarahtaylor,928,Taylor,Fun!23,0,Sarah,false,7255.47
karenthomas,258,Thomas,Fun!23,0,Karen,true,4297.76
davidthomas,265,Thomas,Fun!23,0,David,false,7368.6
samanthathomas,436,Thomas,Fun!23,0,Samantha,true,7611.09
michaelthomas,776,Thomas,Fun!23,0,Michael,true,5172.87
tammythomas,1004,Thomas,Fun!23,0,Tammy,false,3661.73
rickythompson,340,Thompson,Fun!23,0,Ricky,false,8034.4
krystalthompson,396,Thompson,Fun!23,0,Krystal,false,4974.26
nathanthompson,726,Thompson,Fun!23,0,Nathan,true,7977.45
meganthompson,808,Thompson,Fun!23,0,Megan,false,8066.53
markthompson,829,Thompson,Fun!23,0,Mark,false,7117.99
edwintomygeorge,83,TomyGeorge,Fun!23,0,Edwin,true,9164.42
jorgetopete,84,Topete,Fun!23,0,Jorge,true,9246.38
richardtorres,144,Torres,Fun!23,0,Richard,true,7243.3
carolinetorres,345,Torres,Fun!23,0,Caroline,false,8041.73
colleentorres,512,Torres,Fun!23,0,Colleen,true,3181.27
andrewtorres,583,Torres,Fun!23,0,Andrew,false,7329.14
elizabethtorres,753,Torres,Fun!23,0,Elizabeth,false,3305.17
leotovar,85,Tovar,Fun!23,0,Leo,false,8748.35
zacharytran,412,Tran,Fun!23,0,Zachary,true,8742.36
courtneytran,546,Tran,Fun!23,0,Courtney,true,4503.93
donaldtran,638,Tran,Fun!23,0,Donald,true,4042.23
kevintran,842,Tran,Fun!23,0,Kevin,false,6076.79
donnatravis,392,Travis,Fun!23,0,Donna,true,9623.35
joannatrevino,230,Trevino,Fun!23,0,Joanna,true,3047.05
aprilturner,439,Turner,Fun!23,0,April,true,6894.85
tanyaturner,822,Turner,Fun!23,0,Tanya,true,4388.2
christopherunderwood,734,Underwood,Fun!23,0,Christopher,true,8218.43
brandyvalenzuela,545,Valenzuela,Fun!23,0,Brandy,true,5446.38
dianavallesmartinez,86,VallesMartinez,Fun!23,0,Diana,false,7191.64
amandavang,542,Vang,Fun!23,0,Amanda,true,5990.79
richardvargas,149,Vargas,Fun!23,0,Richard,true,9740.07
rachelvasquez,146,Vasquez,Fun!23,0,Rachel,true,7500.09
ericvazquez,189,Vazquez,Fun!23,0,Eric,true,7936.68
alexvega,87,Vega,Fun!23,0,Alex,false,7182.55
sherrivelasquez,535,Velasquez,Fun!23,0,Sherri,false,9822.63
christinavillanueva,882,Villanueva,Fun!23,0,Christina,false,5890.78
donaldvillanueva,919,Villanueva,Fun!23,0,Donald,false,4623.06
stephenvillegas,298,Villegas,Fun!23,0,Stephen,true,7705.86
marissawagner,152,Wagner,Fun!23,0,Marissa,false,7083.78
bridgetwagner,214,Wagner,Fun!23,0,Bridget,true,8343.5
timothywagner,1025,Wagner,Fun!23,0,Timothy,true,7273.75
crystalwalker,117,Walker,Fun!23,0,Crystal,true,4165.39
christinawalker,169,Walker,Fun!23,0,Christina,true,5989.03
mariowalker,278,Walker,Fun!23,0,Mario,true,5930.94
angelawalker,543,Walker,Fun!23,0,Angela,false,4485.52
ashleywalker,672,Walker,Fun!23,0,Ashley,true,4593.86
mirandawalker,959,Walker,Fun!23,0,Miranda,true,6589.4
brettwallace,880,Wallace,Fun!23,0,Brett,true,6979.29
michellewalsh,623,Walsh,Fun!23,0,Michelle,true,5093.8
leroywalters,261,Walters,Fun!23,0,Leroy,true,7967.52
robertwang,949,Wang,Fun!23,0,Robert,false,9349.27
markwashington,883,Washington,Fun!23,0,Mark,true,4666.26
ryanwashington,955,Washington,Fun!23,0,Ryan,true,4617.33
tammywaters,970,Waters,Fun!23,0,Tammy,true,6764.23
robinwatson,525,Watson,Fun!23,0,Robin,false,7652.06
vanessawatson,614,Watson,Fun!23,0,Vanessa,false,3959.12
jameswatson,915,Watson,Fun!23,0,James,false,5742.21
tamiweaver,508,Weaver,Fun!23,0,Tami,false,4894.41
brittanyweaver,555,Weaver,Fun!23,0,Brittany,false,5541.72
allisonweaver,731,Weaver,Fun!23,0,Allison,true,5955.61
lindsaywebster,322,Webster,Fun!23,0,Lindsay,true,6638.71
jeffreyweiss,135,Weiss,Fun!23,0,Jeffrey,false,4370.61
joelwelch,561,Welch,Fun!23,0,Joel,false,4473.81
sarawest,981,West,Fun!23,0,Sara,true,9907.97
christinawheeler,347,Wheeler,Fun!23,0,Christina,true,6685.24
natashawheeler,369,Wheeler,Fun!23,0,Natasha,true,3565.34
michaelwhite,184,White,Fun!23,0,Michael,false,6147.15
johnwhite,413,White,Fun!23,0,John,true,9286.93
shannonwhite,601,White,Fun!23,0,Shannon,false,6887.99
victoriawhite,837,White,Fun!23,0,Victoria,true,6718.42
hectorwhitney,789,Whitney,Fun!23,0,Hector,false,4029.95
ashleywilcox,402,Wilcox,Fun!23,0,Ashley,false,5603.92
brandywilkerson,768,Wilkerson,Fun!23,0,Brandy,false,3093.88
ryanwilkins,445,Wilkins,Fun!23,0,Ryan,true,8130.75
danawilliams,93,Williams,Fun!23,0,Dana,true,3608.58
jenniferwilliams,162,Williams,Fun!23,0,Jennifer,true,5446.06
michaelwilliams,276,Williams,Fun!23,0,Michael,true,5064.45
denisewilliams,341,Williams,Fun!23,0,Denise,true,7947.21
jacobwilliams,385,Williams,Fun!23,0,Jacob,true,7274.56
stephaniewilliams,887,Williams,Fun!23,0,Stephanie,false,7352.87
laurawilliams,1007,Williams,Fun!23,0,Laura,true,3805.56
jeremiahwilliamson,374,Williamson,Fun!23,0,Jeremiah,true,8932.51
wesleywilliamson,702,Williamson,Fun!23,0,Wesley,true,6555.71
michaelwilliamson,832,Williamson,Fun!23,0,Michael,true,4926.23
justinwilson,164,Wilson,Fun!23,0,Justin,true,7951.03
cherylwilson,324,Wilson,Fun!23,0,Cheryl,true,6589.99
jordanwilson,330,Wilson,Fun!23,0,Jordan,true,8704.89
robertwilson,358,Wilson,Fun!23,0,Robert,true,8260.69
coreywilson,565,Wilson,Fun!23,0,Corey,true,7245.55
robinwilson,846,Wilson,Fun!23,0,Robin,false,3083.22
alexanderwilson,850,Wilson,Fun!23,0,Alexander,false,8828.09
kellywilson,909,Wilson,Fun!23,0,Kelly,true,7886.1
bryanwise,870,Wise,Fun!23,0,Bryan,true,8791.23
williamwolf,355,Wolf,Fun!23,0,William,false,4646.23
jasonwolfe,327,Wolfe,Fun!23,0,Jason,true,5440.08
georgewood,465,Wood,Fun!23,0,George,false,9344.3
michellewood,480,Wood,Fun!23,0,Michelle,false,3111.7
raymondwoodward,434,Woodward,Fun!23,0,Raymond,false,8225.89
christopherwright,247,Wright,Fun!23,0,Christopher,true,3280.87
davidwright,253,Wright,Fun!23,0,David,false,5372.04
robertwu,257,Wu,Fun!23,0,Robert,true,9216.52
paulawyatt,129,Wyatt,Fun!23,0,Paula,false,8681.15
trevoryoung,456,Young,Fun!23,0,Trevor,true,3291.55
crystalyoung,636,Young,Fun!23,0,Crystal,false,6639.44
juliayoung,699,Young,Fun!23,0,Julia,false,4720.41
mariayoung,818,Young,Fun!23,0,Maria,true,5223.94
kellyyu,222,Yu,Fun!23,0,Kelly,false,7187
lisayu,1022,Yu,Fun!23,0,Lisa,true,7921.34
philipzamora,156,Zamora,Fun!23,0,Philip,false,8196.83
leonardozapatacontreras,88,ZapataContreras,Fun!23,0,Leonardo,false,3517.14
karenzhang,264,Zhang,Fun!23,0,Karen,true,7315.54
reneezimmerman,178,Zimmerman,Fun!23,0,Renee,true,4405.35
